blockNumber,answer,totalSupply,diff
22702975,4639316764129,2848747517990,1790569246139
22704800,4639316764129,2848747517990,1790569246139
22706625,4639316764129,2848747517990,1790569246139
22708450,4639316764129,2848747517990,1790569246139
22710275,4642507628323,2848747517990,1793760110333
22712100,4642507628323,2853853592088,1788654036235
22713925,4642507628323,2853853592088,1788654036235
22715750,4642507628323,2847755547058,1794752081265
22717575,4642765715648,2841916180678,1800849534970
22719400,4642765675574,2775134984627,1867630690947
22721225,4573783586098,2775134984627,1798648601471
22723050,4573783586098,2775134984627,1798648601471
22724875,4573783586098,2779871451581,1793912134517
22726700,4597825575275,2789603355270,1808222220005
22728525,4597825575275,2792559441738,1805266133537
22730350,4597825575275,2795481362915,1802344212360
22732175,4597825575275,2806059699041,1791765876234
22734000,4611330908213,2806059699041,1805271209172
22735825,4611330908213,2806059699041,1805271209172
22737650,4611330908213,2806059699041,1805271209172
22739475,4611330908213,2806059699041,1805271209172
22741300,4619105720282,2811097041357,1808008678925
22743125,4619105720282,2811097041357,1808008678925
22744950,4619105720282,2808671440145,1810434280137
22746775,4619105720282,2802087916651,1817017803631
22748600,4622783117794,2802087916651,1820695201143
22750425,4622783117794,2802087916651,1820695201143
22752250,4622783117794,2802087916651,1820695201143
22754075,4625637512323,2802087916651,1823549595672
22755900,4625637512323,2805057545080,1820579967243
22757725,4625637512323,2799024575333,1826612936990
22759550,4625637512323,2811415250669,1814222261654
22761375,4649033715257,2817755400967,1831278314290
22763200,4649033715257,2812648788797,1836384926460
22765025,4649033715257,2816862882123,1832170833134
22766850,4649033715257,2816862882123,1832170833134
22768675,4653634903417,2815246913059,1838387990358
22770500,4653634903417,2796661080877,1856973822540
22772325,4627163276993,2800752773176,1826410503817
22774150,4653540677725,2810434783383,1843105894342
22775975,4653540677725,2822071460517,1831469217208
22777800,4653540677725,2825177284469,1828363393256
22779625,4653540677725,2825177284469,1828363393256
22781450,4672375831173,2820008726905,1852367104268
22783275,4672375831173,2820008726905,1852367104268
22785100,4621005005204,2707691546767,1913313458437
22786925,4523722604299,2714315088851,1809407515448
22788750,4523722604299,2714315088851,1809407515448
22790575,4557550027508,2740304239527,1817245787981
22792400,4557550027508,2755937029356,1801612998152
22794225,4582362781079,2755937029356,1826425751723
22796050,4582362781079,2759222335771,1823140445308
22797875,4582362781079,2773791986398,1808570794681
22799700,4632479330163,2808022540617,1824456789546
22801525,4632479330163,2808022540617,1824456789546
22803350,4632479330163,2808022540617,1824456789546
22805175,4632479330163,2812526598837,1819952731326
22807000,4643418634840,2815419679916,1827998954924
22808825,4643418634840,2815419679916,1827998954924
22810650,4643418634840,2819427248217,1823991386623
22812475,4643418634840,2819427248217,1823991386623
22814300,4655261144510,2819427248217,1835833896293
22816125,4655261144510,2823410282640,1831850861870
22817950,4655261144510,2823410282640,1831850861870
22819775,4681187940286,2829208447134,1851979493152
22821600,4681187940286,2833568327962,1847619612324
22823425,4681187940286,2833568327962,1847619612324
22825250,4681187940286,2833568327962,1847619612324
22827075,4696070540319,2837079762598,1858990777721
22828900,4696070540319,2837079762598,1858990777721
22830725,4696070540319,2837079762598,1858990777721
22832550,4696070540319,2837764994229,1858305546090
22834375,4703021597401,2837764994229,1865256603172
22836200,4703021597401,2837764994229,1865256603172
22838025,4703021597401,2830830721409,1872190875992
22839850,4703021597401,2839417097110,1863604500291
22841675,4765291867133,2889137918452,1876153948681
22843500,4765291867133,2889137918452,1876153948681
22845325,4765291867133,2882385383358,1882906483775
22847150,4838455527518,2955472057631,1882983469887
22848975,4838455527518,2962086176417,1876369351101
22850800,4838455527518,2962086176417,1876369351101
22852625,4876495206635,2996882199127,1879613007508
22854450,4876495206635,3005532215886,1870962990749
22856275,4876495206635,3005532215886,1870962990749
22858100,4876495206635,3009009080582,1867486126053
22859925,4893185083906,3009009080582,1884176003324
22861750,4949848080946,3058842131597,1891005949349
22863575,4949848080946,3058842131597,1891005949349
22865400,4949848080946,3058842131597,1891005949349
22867225,4949848080946,3058842131597,1891005949349
22869050,4961427577166,3062467061918,1898960515248
22870875,4961427577166,3066741216072,1894686361094
22872700,4961427577166,3066741216072,1894686361094
22874525,4961427577166,3066741216072,1894686361094
22876350,4976888122547,3070777532408,1906110590139
22878175,4976888122547,3070777532408,1906110590139
22880000,4976888122547,3065555775220,1911332347327
